Unnamed: 0,Modell,Marke,Garantie,country,Zustand,Zylinder,Kraftstoff,Erstzulassung,Außenfarbe,Innenausstattung,Karosserieform,Anzahl Türen,Sitzplätze,Getriebeart,Gänge,Hubraum,Kraftstoff.1,Schadstoffklasse,haendler,privat,price,predicted_price,zscore
25966,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.32799541675342564
7011,500,Abarth,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,4.0,Benzin,2010.0,Grau,"Vollleder, Sonstige",Kleinwagen,2.0,4.0,Schaltgetriebe,5.0,1.368 cm³,Benzin,Euro 5,1,0,7990.0,8022.24800000005,0.30827273340836886
15378,595,Abarth,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,4.0,Benzin,2017.0,Nicht angegeben,Vollleder,Limousine,3.0,4.0,Schaltgetriebe,5.0,1.368 cm³,Benzin,Euro 6,1,0,17499.0,17498.999999999945,0.3279954167533923
15808,595 Pista,Abarth,0,Oesterreich,Neu,0.0,Benzin,0.0,Grau,"Stoff, Grau",Limousine,3.0,4.0,Schaltgetriebe,5.0,1.368 cm³,Benzin,0,1,0,27490.0,27287.3960000002,0.20408402577005377
16630,595 Turismo,Abarth,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0.0,Benzin,2016.0,Nicht angegeben,"Vollleder, Schwarz",Cabrio,2.0,4.0,Automatik,0.0,1.368 cm³,Benzin,Euro 6,1,0,14999.0,17967.697999999946,1.4876424708989002
25946,595C,Abarth,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,4.0,Benzin,2015.0,Schwarz,"Teilleder, Schwarz",Cabrio,2.0,4.0,Schaltgetriebe,5.0,1.368 cm³,Benzin,Euro 6,True,False,13480.0,13479.999999999907,0.3279954167533689
7028,695,Abarth,12 Monate,Deutschland,Gebraucht,4.0,Super 95,2018.0,Blau,"Vollleder, Blau",Cabrio,3.0,4.0,Automatik,5.0,1.242 cm³,Super 95,Euro 6,1,0,23990.0,23997.150000000045,0.32362251964607547
12633,147,Alfa Romeo,0,Oesterreich,Gebraucht,0.0,Diesel,2005.0,Schwarz,Stoff,Limousine,5.0,5.0,Schaltgetriebe,0.0,1.900 cm³,Diesel,Euro 4,1,0,1099.0,1193.7179999999973,0.2700664561644229
17061,159,Alfa Romeo,0,Oesterreich,Gebraucht,4.0,Diesel (Rußpartikelfilter),2008.0,Schwarz,0,Limousine,4.0,5.0,Schaltgetriebe,6.0,1.910 cm³,Diesel (Rußpartikelfilter),Euro 4,0,1,2700.0,2785.7140000000268,0.2755732485496262
17508,Brera,Alfa Romeo,0,Deutschland,Gebraucht,0.0,Diesel (Rußpartikelfilter),2010.0,Schwarz,"Vollleder, Schwarz",Coupé,2.0,4.0,Schaltgetriebe,6.0,2.387 cm³,Diesel (Rußpartikelfilter),Euro 4,1,0,9999.0,11000.640823529426,0.2846021020980492
25906,GT,Alfa Romeo,0,Deutschland,Gebraucht,4.0,Benzin,2004.0,Schwarz,"Vollleder, Rot",Coupé,2.0,4.0,Schaltgetriebe,5.0,1.970 cm³,Benzin,Euro 4,False,True,2990.0,2994.617999999986,0.32517107565670483
17181,Giulia,Alfa Romeo,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,6.0,Benzin,2017.0,Rot,"Vollleder, Schwarz",Limousine,4.0,4.0,Automatik,8.0,2.891 cm³,Benzin,Euro 6,1,0,55980.0,54014.45199999961,0.8741219487718058
10995,Giulietta,Alfa Romeo,0,Deutschland,Neu,0.0,Diesel (Rußpartikelfilter),0.0,Rot,"Alcantara, Schwarz",Limousine,4.0,5.0,Schaltgetriebe,0.0,1.598 cm³,Diesel (Rußpartikelfilter),Euro 6d-TEMP,1,0,23808.0,23789.91400000013,0.31693412765098355
13033,MiTo,Alfa Romeo,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,4.0,Benzin,2009.0,Schwarz,"Vollleder, Rot",Kleinwagen,3.0,4.0,Schaltgetriebe,6.0,1.368 cm³,Benzin,Euro 5,1,0,4450.0,4495.548000000029,0.3001385331947605
13118,Stelvio,Alfa Romeo,0,Deutschland,Vorführfahrzeug,4.0,Super E10 95,2020.0,Grau,"Vollleder, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,Automatik,8.0,1.995 cm³,Super E10 95,Euro 6d-TEMP,1,0,49990.0,49674.0080000005,0.13473660518210956
25634,B3,Alpina,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,6.0,Benzin,2004.0,Silber,"Vollleder, Schwarz",Limousine,4.0,5.0,Automatik,0.0,3.400 cm³,Benzin,Euro 3,True,False,23490.0,23238.051999999858,0.17390553138330894
16949,B4,Alpina,0,Deutschland,Tageszulassung,0.0,Benzin (Rußpartikelfilter),2020.0,Grau,"Alcantara, Schwarz",Coupé,2.0,4.0,Automatik,0.0,2.979 cm³,Benzin (Rußpartikelfilter),Euro 6d-TEMP,1,0,79900.0,79332.39000000052,0.01915145416756577
25222,0,Audi,0,Deutschland,Vorführfahrzeug,5.0,Super Plus 98,2020.0,Grau,"Vollleder, Schwarz",SUV/Geländewagen/Pickup,4.0,5.0,Automatik,0.0,2.480 cm³,Super Plus 98,Euro 6d-TEMP,True,False,68890.0,68890.00000000036,0.32799541675320315
17117,80,Audi,0,Deutschland,Gebraucht,4.0,Benzin,1993.0,Rot,"Stoff, Schwarz",Limousine,4.0,5.0,Schaltgetriebe,5.0,1.984 cm³,Benzin,0,1,0,1995.0,4011.7209999999977,0.9054190485859753
21396,90,Audi,0,Deutschland,Gebraucht,5.0,Benzin,1998.0,Rot,Stoff,Limousine,4.0,5.0,Schaltgetriebe,5.0,2.282 cm³,Benzin,Euro 2,False,True,7500.0,7216.531999999976,0.15462808847110013
25961,A1,Audi,0,Oesterreich,Gebraucht,0.0,Benzin,2018.0,Rot,0,Limousine,4.0,5.0,Schaltgetriebe,0.0,999 cm³,Benzin,0,True,False,22900.0,22900.000000000142,0.3279954167533389
16982,A2,Audi,0,Deutschland,Gebraucht,3.0,Diesel,2005.0,Silber,"Stoff, Schwarz",Limousine,5.0,5.0,Schaltgetriebe,5.0,1.422 cm³,Diesel,Euro 4,1,0,7990.0,7916.8720000000485,0.2832707706465621
25956,A3,Audi,0,Oesterreich,Gebraucht,0.0,Diesel,2017.0,Schwarz,0,Limousine,4.0,5.0,Schaltgetriebe,0.0,1.968 cm³,Diesel,0,True,False,21440.0,21440.00000000009,0.32799541675337
25951,A4,Audi,0,Oesterreich,Gebraucht,4.0,Diesel,2005.0,Silber,0,Kombi,5.0,5.0,Schaltgetriebe,6.0,1.968 cm³,Diesel,Euro 4,False,True,3000.0,3000.0000000000377,0.32799541675340255
16936,A4 allroad,Audi,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0.0,Diesel,2018.0,Weiß,"Stoff, Schwarz",Kombi,4.0,5.0,Automatik,0.0,1.968 cm³,Diesel,Euro 6,1,0,31900.0,31709.309999999594,0.2113705566978842
25834,A5,Audi,30 Monate,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,4.0,Benzin,2015.0,Grau,"Vollleder, Grau",Coupé,2.0,4.0,Automatik,7.0,1.984 cm³,Benzin,Euro 6,True,False,22400.0,22399.99999999997,0.3279954167534078
25871,A6,Audi,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,6.0,Diesel,2008.0,Silber,"Stoff, Sonstige",Kombi,5.0,5.0,Automatik,0.0,2.698 cm³,Diesel,Euro 4,True,False,3999.0,3998.999999999993,0.3279954167534215
25828,A6 allroad,Audi,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,6.0,Diesel,2017.0,Grau,"Vollleder, Schwarz",Kombi,4.0,5.0,Automatik,0.0,2.967 cm³,Diesel,Euro 6,True,False,31600.0,31600.000000000116,0.3279954167533544
25818,A7,Audi,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,6.0,Benzin,2015.0,Schwarz,"Vollleder, Schwarz",Coupé,4.0,4.0,Automatik,0.0,2.995 cm³,Benzin,Euro 6,True,False,31800.0,31799.999999999767,0.32799541675328325
15905,A8,Audi,0,Oesterreich,Gebraucht,0.0,Diesel (Rußpartikelfilter),2012.0,Silber,"Vollleder, Schwarz",Limousine,4.0,5.0,Automatik,8.0,4.134 cm³,Diesel (Rußpartikelfilter),Euro 5,1,0,39990.0,39661.43400000002,0.12704642221294246
11121,Cabriolet,Audi,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,6.0,Benzin,1996.0,Blau,"Vollleder, Schwarz",Cabrio,2.0,0.0,Automatik,4.0,2.771 cm³,Benzin,0,1,0,4355.0,4809.476000000042,0.05004062154395318
5939,Coupe,Audi,0,Deutschland,Gebraucht,6.0,Super 95,1994.0,Violett,Stoff,Coupé,2.0,5.0,Schaltgetriebe,5.0,2.598 cm³,Super 95,0,1,0,3999.0,3976.355999999994,0.3141464821942313
20218,Q2,Audi,36 Monate,Deutschland,Vorführfahrzeug,0.0,Super 95 / Normal/Benzin 91,2018.0,Weiß,"Teilleder, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,Automatik,0.0,1.498 cm³,Super 95 / Normal/Benzin 91,Euro 6,True,False,29205.0,32643.726146341432,1.7751088655138496
14898,Q3,Audi,0,Deutschland,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,4.0,Diesel,2017.0,Weiß,"Teilleder, Schwarz",Sonstige,0.0,0.0,Schaltgetriebe,0.0,1.968 cm³,Diesel,Euro 6,1,0,19590.0,19764.706000000133,0.22114627521042116
