url;country;date;Zustand;Marke;Modell;Erstzulassung;Außenfarbe;Karosserieform;Anzahl Türen;Sitzplätze;Getriebeart;Gänge;Hubraum;Zylinder;Leergewicht;Kraftstoff;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;haendler;privat;ort;price;ausstattung_liste;Fahrzeughalter;HU Prüfung;Garantie;Scheckheftgepflegt;Angebotsnummer;Lackierung;Farbe laut Hersteller;Innenausstattung;Schlüsselnummer;Antriebsart;Feinstaubplakette
https://www.autoscout24.de/leasing/angebote/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/mercedes-benz-c-200-d-avantgarde-diesel-blau-7b9d09b2-1a85-ba5a-e053-0100007fe20a?;Oesterreich;2020-10-19 19:32:07.161143;Gebraucht;Mercedes-Benz;C 200;2017;Blau;Limousine;4;5;Schaltgetriebe;6;1.598 cm³;4;1.485 kg;Diesel (Rußpartikelfilter);3,8 l/100 km (komb);101 g CO2/km (komb);Euro 6;False;True;2000 Stockerau;17990;['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Elektrische Sitze', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Notrufsystem', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Soundsystem', 'Tagfahrlicht', 'USB', 'Unterhaltung/Media'];;;;;;;;;;;
/angebote/volkswagen-golf-vii-2-0-tdi-dsg-highline-r-line-ext-navi-a-navi-diesel-schwarz-b9f3610b-2ec2-45b0-bca7-7e39f27db96f?;Oesterreich;2020-10-19 19:32:07.126918;Gebraucht;Volkswagen;Golf;2019;Schwarz;Limousine;4;5;Automatik;7;1.968 cm³;;;Diesel (Rußpartikelfilter);4,5 l/100 km (komb)5,3 l/100 km (innerorts)4 l/100 km (außerorts);118 g CO2/km (komb);Euro 6;True;False;1100 Wien;26503;['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Notbremsassistent', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung'];1;07/2020;;;103556;Metallic;deep black (schwarz);Stoff, Schwarz;0603/BJJ;Front;4 (Grün)
/angebote/kia-rio-1-4-crdi-silber-diesel-weiss-69682f55-9f38-4802-bb11-ecb3f280c3b4?;Oesterreich;2020-10-19 19:32:07.152528;Gebraucht;Kia;Rio;2014;Weiß;Limousine;5;5;Schaltgetriebe;6;1.396 cm³;4;1.215 kg;Diesel;4,3 l/100 km (komb)4,5 l/100 km (innerorts)3,7 l/100 km (außerorts);113 g CO2/km (komb);Euro 5;True;False;2721 Bad Fischau;4450;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;;;;;;Stoff, Schwarz;;Front;
