url;country;date;Zustand;Verfügbarkeit;HU Prüfung;HU/AU neu;Garantie;Scheckheftgepflegt;Nichtraucherfahrzeug;Marke;Modell;Angebotsnummer;Erstzulassung;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Schlüsselnummer;Länderversion;Getriebeart;Gänge;Hubraum;Zylinder;Leergewicht;Antriebsart;Kraftstoff;Andere Energieträger;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;Feinstaubplakette;haendler;privat;ort;price;ausstattung_liste;Fahrzeughalter;Marke, Modell;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Verkäufer;Ausstattung;Region;Serviceleistungen;Spezielle Umbauten;Modellvarianten;Bilder;Fahrzeugbeschreibung;"StromverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Letzter Kundendienst
/angebote/iveco-daily-35s17-l2h2-hi-matic-3-5t-ahk-navi-klima1hd-diesel-gelb-30a4be39-ff03-4e5c-892c-3aa39ec8c720?;Deutschland;2020-10-19 18:03:29.130248;Gebraucht;;08/2022;;;;;Iveco;Daily;;2016;Gelb;;YELLOW RAL1018 IC037;Stoff, Schwarz;Van/Kleinbus;4;3;;Deutsche Ausführung;Automatik;;2.998 cm³;;;;Diesel (Rußpartikelfilter);;;;Euro 5;4 (Grün);True;False;97346 Iphofen;20648;['', 'ABS', 'Anhängerkupplung', 'Armlehne', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'Lordosenstütze', 'Luftfederung', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schiebetür', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];1;;;;;;;;;;;;;;;
/angebote/toyota-corolla-1-8-hybrid-club-elektro-benzin-schwarz-1ace33d6-2bb1-4b17-bd86-87c44b1a978b?;Deutschland;2020-10-19 18:03:29.129455;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;In 2 Tagen ab Bestellung;10/2022;Ja;24 Monate;;;Toyota;Corolla;17337_1261;2019;Schwarz;Metallic;Mysticschwarz Mica;Stoff;Limousine;5;5;5013/AMU;Deutsche Ausführung;Automatik;1;1.798 cm³;4;1.360 kg;Front;Elektro/Benzin;Strom;3,3 l/100 km (komb)3,6 l/100 km (innerorts)3,2 l/100 km (außerorts);76 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;66953 Pirmasens;20995;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Nebelscheinwerfer', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];1;Toyota Corolla;90 kW / 122 PS;15.550 km;Automatik;3.3 l/100 km (komb);Händler;50 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;;
/angebote/mercedes-benz-glc-43-amg-mercedes-amg-glc-43-4matic-pano-ils-standheiz-a-benzin-schwarz-f9e65d95-57a9-46cb-a4be-07558a710129?;Deutschland;2020-10-19 18:03:29.134903;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;;;;;;Mercedes-Benz;GLC 43 AMG;582320;2017;Schwarz;Metallic;obsidianschwarz;Sonstige, Schwarz;SUV/Geländewagen/Pickup;5;5;1313/FHI;Deutsche Ausführung;Automatik;9;2.996 cm³;6;1.845 kg;Allrad;Benzin;;8,7 l/100 km (komb)11,2 l/100 km (innerorts)7,3 l/100 km (außerorts);199 g CO2/km (komb);Euro 6;4 (Grün);True;False;57339 Erndtebrück;45490;['', 'ABS', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Luftfederung', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Notrufsystem', 'Panoramadach', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Standheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Traktionskontrolle', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];2;Mercedes-Benz GLC 43 AMG;270 kW / 367 PS;57.100 km;Automatik;8.7 l/100 km (komb);Händler;56 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;;
/angebote/toyota-c-hr-hybrid-team-deutschland-ax1-elektro-benzin-rot-14c0eb46-5f65-4e3b-a3af-abe2140da8dd?;Deutschland;2020-10-19 18:03:29.138911;Tageszulassung;In 1 Tag ab Bestellung;10/2022;Ja;60 Monate;;;Toyota;C-HR;R035397_2625;2020;Rot;Metallic;Karminarot Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/ALE;Deutsche Ausführung;Automatik;1;1.798 cm³;4;1.420 kg;Front;Super 95 / Super Plus 98 / Super E10 95;Strom;3,8 l/100 km (komb)3,2 l/100 km (innerorts)4,2 l/100 km (außerorts);86 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;66953 Pirmasens;24555;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;;;;
/angebote/toyota-c-hr-hybrid-team-deutschland-ax1-elektro-benzin-grau-5b9187e7-e062-4478-978f-52d6e86a54f8?;Deutschland;2020-10-19 18:03:29.141257;Tageszulassung;In 1 Tag ab Bestellung;10/2022;Ja;60 Monate;;;Toyota;C-HR;R003558_2622;2020;Grau;Metallic;Marlingrau Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/ALE;Deutsche Ausführung;Automatik;1;1.798 cm³;4;1.420 kg;Front;Super 95 / Super Plus 98 / Super E10 95;Strom;3,8 l/100 km (komb)3,2 l/100 km (innerorts)4,2 l/100 km (außerorts);86 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;66953 Pirmasens;24555;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;;;;
/angebote/volkswagen-passat-variant-passat-1-8-tsi-160-ps-autom-variant-comfortline-benzin-braun-a88f042c-1c95-4b3e-b300-08d02ed9bd09?;Deutschland;2020-10-19 18:03:29.143056;Gebraucht;;10/2021;;;;;Volkswagen;Passat Variant;446-K-P2;2008;Braun;Metallic;Mocca-Anthrazit Perleffekt;Stoff, Schwarz;Kombi;4;5;;Deutsche Ausführung;Automatik;6;1.798 cm³;4;;Front;Super 95;;8,4 l/100 km (komb)11,4 l/100 km (innerorts)6,5 l/100 km (außerorts);199 g CO2/km (komb);Euro 4;4 (Grün);True;False;14513 Teltow;6999;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Standheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];1;;;;;;;;;;;;;;;
/angebote/toyota-c-hr-hybrid-team-deutschland-ax1-elektro-benzin-rot-81d80fc6-f4c9-4faa-8b6d-3ac6b58051cd?;Deutschland;2020-10-19 18:03:29.144855;Tageszulassung;In 1 Tag ab Bestellung;10/2022;Ja;60 Monate;;;Toyota;C-HR;R035382_2626;2020;Rot;Metallic;Karminarot Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/ALE;Deutsche Ausführung;Automatik;1;1.798 cm³;4;1.420 kg;Front;Super 95 / Super Plus 98 / Super E10 95;Strom;3,8 l/100 km (komb)3,2 l/100 km (innerorts)4,2 l/100 km (außerorts);86 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;66953 Pirmasens;24555;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;;;;
/angebote/nissan-leaf-acenta-navi-kamera-inkl-30kw-batterie-elektro-silber-53101b24-b068-4b81-9b02-105acf46945d?;Deutschland;2020-10-19 18:03:29.143022;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;;Ja;;;;Nissan;Leaf;3318;2018;Silber;Metallic;Nevadasilbermet.;Stoff, Schwarz;Limousine;4;5;1329/AFV;Deutsche Ausführung;Automatik;;;;;Front;Elektro;;;0 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;59457 Werl-Westönnen;15950;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Standheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];1;Nissan Leaf;80 kW / 109 PS;8.200 km;Automatik;Nicht angegeben;Händler;40 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;16,5 kWh/100 km (komb);
/angebote/hyundai-i20-hyundai-1-2-pdc-hinten-tempomat-klima-sitzhei-benzin-silber-b9c6051a-34c1-4326-a6e6-4af9ec4844ae?;Deutschland;2020-10-19 18:03:29.145869;Gebraucht;;;;;;;Hyundai;i20;16440-2;2017;Silber;Metallic;Silber;Stoff, Grau;Limousine;5;5;5984/AAW;;Schaltgetriebe;5;1.248 cm³;4;1.055 kg;;Super 95;;5,1 l/100 km (komb)6,6 l/100 km (innerorts)4,2 l/100 km (außerorts);121 g CO2/km (komb);Euro 6;4 (Grün);True;False;27472 Cuxhaven;10490;['', 'ABS', 'Alarmanlage', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Einparkhilfe', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];1;;;;;;;;;;;;;;;
/angebote/volkswagen-passat-cc-2-0-tdi-140-ps-r-line-bluetdi-r-kamera-shz-diesel-silber-1fd8729b-df89-4c98-9279-984c70cec84b?;Deutschland;2020-10-19 18:03:29.146049;Gebraucht;;04/2022;;;;;Volkswagen;Passat;444-K3;2014;Silber;Metallic;Reflexsilber Metallic;Alcantara, Schwarz;Coupé;4;4;;Deutsche Ausführung;Automatik;;1.968 cm³;4;;Front;Diesel (Rußpartikelfilter);;4,7 l/100 km (komb)5,8 l/100 km (innerorts)4 l/100 km (außerorts);137 g CO2/km (komb);Euro 6;4 (Grün);True;False;14513 Teltow;14999;['', 'ABS', 'Abstandstempomat', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Nebelscheinwerfer', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung'];2;;;;;;;;;;;;;;;
/angebote/mercedes-benz-cls-350-bluetec-d-eu6-4matic-9g-t-amg-line-diesel-grau-7f4f60b4-8c1f-4feb-8b7c-64e37adc7e09?;Deutschland;2020-10-19 18:03:29.145213;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;;Ja;12 Monate;;;Mercedes-Benz;CLS 350;GW-27;2017;Grau;Metallic;SELENITGRAU - METALLICLACK;Vollleder, Braun;Limousine;4;4;;Deutsche Ausführung;Automatik;9;2.987 cm³;6;;Allrad;Diesel;;5,9 l/100 km (komb)7,2 l/100 km (innerorts)5,4 l/100 km (außerorts);159 g CO2/km (komb);Euro 6;4 (Grün);True;False;68309 Mannheim;33900;['', 'ABS', 'Abstandstempomat', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lichtsensor', 'Luftfederung', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzbelüftung', 'Sitzheizung', 'Soundsystem', 'Sportpaket', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Totwinkel-Assistent', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];1;Mercedes-Benz CLS 350;190 kW / 258 PS;155.000 km;Automatik;5.9 l/100 km (komb);Händler;54 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;;
/angebote/audi-a6-1-8-benzin-weiss-552009b2-fab7-562e-e053-0100007fc6dd?;Oesterreich;2020-10-19 18:03:31.800558;Gebraucht;;;;;;;Audi;A6;;1996;Weiß;;;;Limousine;4;5;;;Schaltgetriebe;5;1.781 cm³;4;1.385 kg;;Benzin;;9,3 l/100 km (komb)12,7 l/100 km (innerorts)7,3 l/100 km (außerorts);220 g CO2/km (komb);;;False;True;9451 Preitenegg;1800;['', 'ABS', 'Beifahrerairbag', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Komfort', 'Servolenkung', 'Sicherheit', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;;;;
/angebote/mercedes-benz-c-220-d-coupe-diesel-rot-cf6383d3-74d1-42b3-a8a2-376b468d7bf8?;Oesterreich;2020-10-19 18:03:31.809719;Vorführfahrzeug;;;;;;;Mercedes-Benz;C 220;20VD008;2020;Rot;Metallic;designo hyazinthrot metallic;Sonstige;Coupé;2;4;;;Automatik;9;1.950 cm³;4;1.650 kg;Heck;Diesel (Rußpartikelfilter);;4,9 l/100 km (komb);130 g CO2/km (komb);;;True;False;1220 Wien;46990;['', 'Alufelgen', 'Bluetooth', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektrische Seitenspiegel', 'Extras', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Navigationssystem', 'Notrufsystem', 'Panoramadach', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Spurhalteassistent', 'Tempomat', 'Totwinkel-Assistent', 'Unterhaltung/Media'];;;;;;;;;;;;;;;;
/angebote/mercedes-benz-e-320-elegance-cdi-aut-diesel-grau-571608b2-f72b-6145-e053-0100007fd0b1?;Oesterreich;2020-10-19 18:03:31.802295;Gebraucht;;;;;;;Mercedes-Benz;E 320;;2003;Grau;;;;Limousine;4;5;;;Halbautomatik;5;3.222 cm³;6;1.735 kg;;Diesel;;6,9 l/100 km (komb)9,4 l/100 km (innerorts)5,4 l/100 km (außerorts);183 g CO2/km (komb);Euro 3;;False;True;4030 linz;1900;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;;;;
