url;country;date;Zustand;Verfügbarkeit;HU Prüfung;HU/AU neu;Garantie;Nichtraucherfahrzeug;Marke;Modell;Angebotsnummer;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Schlüsselnummer;Länderversion;Getriebeart;Gänge;Hubraum;Zylinder;Leergewicht;Antriebsart;Kraftstoff;Andere Energieträger;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;Feinstaubplakette;haendler;privat;ort;price;ausstattung_liste;Scheckheftgepflegt;Erstzulassung;Marke, Modell;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Verkäufer;Ausstattung;Region;Serviceleistungen;Spezielle Umbauten;Modellvarianten;Bilder;Fahrzeugbeschreibung;Fahrzeughalter;Letzter Kundendienst
/angebote/ford-fiesta-1-0-ecoboost-s-benzin-blau-3f0abfff-19ae-4a98-8041-035bda2d3d2b?;Deutschland;2020-10-19 18:10:47.141874;Tageszulassung;;08/2023;;;;Ford;Fiesta;;Blau;Metallic;Chroma Blau Metallic;Stoff, Grau;Limousine;5;5;8566/BTQ;Deutsche Ausführung;Schaltgetriebe;6;998 cm³;3;1.164 kg;Front;Super 95;;4,1 l/100 km (komb)5 l/100 km (innerorts)3,6 l/100 km (außerorts);94 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;03149 Forst;16680;['', 'ABS', 'Android Auto', 'Apple CarPlay', 'Beheizbare Frontscheibe', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Isofix', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Raucherpaket', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spoiler', 'Sprachsteuerung', 'Spurhalteassistent', 'Stahlfelgen', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterpaket', 'Zentralverriegelung mit Funkfernbedienung'];;2020;;;;;;;;;;;;;;1;
/angebote/suzuki-jimny-1-5-allgrip-comfort-sitzheizung-navigation-benzin-gelb-67bcb9a6-a521-46dd-a5cd-859916f56933?;Deutschland;2020-10-19 18:10:48.144782;Gebraucht;;;;;;Suzuki;Jimny;2200605;Gelb;;Gelb/Schwarz;Stoff, Schwarz;SUV/Geländewagen/Pickup;4;4;7102/AEW;Deutsche Ausführung;Schaltgetriebe;;1.462 cm³;;;Allrad;Super 95;;;;Euro 6;4 (Grün);True;False;15517 Fürstenwalde;24390;['', 'ABS', 'Allrad', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Tagfahrlicht', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;2019;;;;;;;;;;;;;;1;
/angebote/bmw-320-d-xdrive-m-sport-ahk-standh-dab-aktivegeschw-diesel-blau-bdf02d19-d498-4983-ba09-db851a1c0e30?;Deutschland;2020-10-19 18:10:49.147832;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;03/2023;;;;BMW;320;3531;Blau;Metallic;Portimao blau met. C31;Vollleder, Schwarz;Kombi;5;5;0005/CWC;;Automatik;8;1.998 cm³;4;1.831 kg;Allrad;Diesel;;4,6 l/100 km (komb)5,3 l/100 km (innerorts)4,2 l/100 km (außerorts);121 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;83126 Flintsbach am Inn;42750;['', 'ABS', 'Abstandstempomat', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Standheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Zentralverriegelung'];;2020;BMW 320;140 kW / 190 PS;4.900 km;Automatik;4.6 l/100 km (komb);Händler;57 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;1;
/angebote/ford-tourneo-custom-310-l1h1-va-titanium-diesel-grau-ebebd2aa-ebd7-413e-8dcc-d29288165075?;Deutschland;2020-10-19 18:10:50.150318;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;;;12 Monate;;Ford;Tourneo Custom;;Grau;Metallic;;Stoff, Schwarz;Van/Kleinbus;5;9;8566/BMY;Deutsche Ausführung;Schaltgetriebe;6;1.996 cm³;4;2.352 kg;Front;Diesel;;6,7 l/100 km (komb);178 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;84339 Unterdietfurt;25600;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrad', 'Radio', 'Regensensor', 'Schiebetür links', 'Schiebetür rechts', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung mit Funkfernbedienung'];;2018;Ford Tourneo Custom;125 kW / 170 PS;45.800 km;Schaltgetriebe;6.7 l/100 km (komb);Händler;51 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;2;
/angebote/bmw-x2-sdrive-20i-m-sportpaket-hud-navi-led-w-lan-benzin-schwarz-1a51c806-dd2e-4a54-b45a-6e132664e0d2?;Deutschland;2020-10-19 18:10:51.153631;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;11/2020;Ja;;;BMW;X2;284198_07;Schwarz;Metallic;saphirschwarz;Teilleder, Schwarz;SUV/Geländewagen/Pickup;5;5;0005/CRA;Deutsche Ausführung;Automatik;;1.998 cm³;;;Front;Benzin;;5,9 l/100 km (komb)7,2 l/100 km (innerorts)5,1 l/100 km (außerorts);134 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);True;False;58540 Meinerzhagen;34890;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Head-up display', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Panoramadach', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Taxi oder Mietwagen', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'Tuning', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;2019;Nicht angegeben;141 kW / 192 PS;18.004 km;Automatik;5.9 l/100 km (komb);Händler;70 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;1;
/angebote/peugeot-308-1-6-aut-klima-aut-pdc-panoramadach-benzin-silber-83724250-17f8-41af-85e5-0fc28a163a70?;Deutschland;2020-10-19 18:10:52.156340;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;;Ja;;;Peugeot;308;2520365;Silber;Metallic;silber;Stoff, Grau;Limousine;5;5;3003/AHM;Deutsche Ausführung;Automatik;;1.598 cm³;4;;Front;Benzin;;7,9 l/100 km (komb)11,4 l/100 km (innerorts)6 l/100 km (außerorts);188 g CO2/km (komb);Euro 4;4 (Grün);True;False;25436 Uetersen;5900;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Nebelscheinwerfer', 'Panoramadach', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;2008;Peugeot 308;103 kW / 140 PS;32.794 km;Automatik;7.9 l/100 km (komb);Händler;28 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;;
/angebote/opel-mokka-x-1-4-at-innovation-benzin-weiss-d300e94d-a231-490c-bbe3-554d102c8b05?;Deutschland;2020-10-19 18:10:53.159479;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;In 5 Tagen ab Bestellung;10/2022;Ja;24 Monate;;Opel;Mokka X;6007_9476;Weiß;Metallic;Abalone Weiß;Teilleder, Schwarz;SUV/Geländewagen/Pickup;5;5;0035/BIP;Deutsche Ausführung;Automatik;6;1.364 cm³;4;1.409 kg;Front;Benzin;Super E10 95;6,8 l/100 km (komb)8,6 l/100 km (innerorts)5,8 l/100 km (außerorts);157 g CO2/km (komb);Euro 6;4 (Grün);True;False;32049 Herford;20990;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung'];;2019;Nicht angegeben;103 kW / 140 PS;20.320 km;Automatik;6.8 l/100 km (komb);Händler;48 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;1;
https://www.autoscout24.de/leasing/angebote/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/opel-astra-1-4-turbo-sports-tourer-benzin-schwarz-765e0dc6-57a7-4d46-9ce6-3143567d1cf0?;Deutschland;2020-10-19 18:10:55.165188;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;In 1 Tag ab Bestellung;10/2022;Ja;12 Monate;;Opel;Astra;3187_9395;Schwarz;Metallic;Onyxschwarz Metallic;Stoff, Schwarz;Kombi;5;5;0000/000;Deutsche Ausführung;Automatik;1;1.342 cm³;3;1.395 kg;Front;Benzin;Super Plus 98;5 l/100 km (komb)6,3 l/100 km (innerorts)4,2 l/100 km (außerorts);114 g CO2/km (komb);Euro 6d;4 (Grün);True;False;32049 Herford;24390;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;2020;Opel Astra;107 kW / 145 PS;100 km;Automatik;5.0 l/100 km (komb);Händler;49 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;1;
/angebote/opel-corsa-1-4-t-color-edition-benzin-rot-cc16e0a4-94f3-4bf3-8677-32d4a2df9d29?;Deutschland;2020-10-19 18:10:56.166509;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;10/2022;Ja;12 Monate;;Opel;Corsa;5457_9489;Rot;;Rot Sonderlack;Stoff, Schwarz;Kleinwagen;5;5;0035/BCD;;Schaltgetriebe;6;1.364 cm³;4;1.237 kg;Front;Benzin;;5,4 l/100 km (komb)6,9 l/100 km (innerorts)4,6 l/100 km (außerorts);125 g CO2/km (komb);Euro 6;4 (Grün);True;False;32049 Herford;13990;['', 'ABS', 'Alufelgen', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Xenonscheinwerfer', 'Zentralverriegelung'];;2019;Opel Corsa;74 kW / 101 PS;4.700 km;Schaltgetriebe;5.4 l/100 km (komb);Händler;41 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;1;
/angebote/opel-corsa-1-2-t-automatik-gs-line-benzin-weiss-cfc017e6-0ef9-49bc-b8a9-69e5b21b91a4?;Deutschland;2020-10-19 18:10:57.169202;Neu;In 2 Tagen ab Bestellung;10/2022;Ja;24 Monate;;Opel;Corsa;0159_9462;Weiß;;Schnee Weiß;Stoff, Schwarz;Limousine;5;5;1889/ABU;Deutsche Ausführung;Automatik;8;1.199 cm³;3;1.165 kg;Front;Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98 (Rußpartikelfilter);Super Plus 98;4,3 l/100 km (komb)5,1 l/100 km (innerorts)3,9 l/100 km (außerorts);99 g CO2/km (komb);Euro 6d;4 (Grün);True;False;32049 Herford;23490;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Müdigkeitswarnsystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Zentralverriegelung'];;;;;;;;;;;;;;;;;
/angebote/ford-focus-cool-connect-1-5tdci-120-ps-diesel-blau-57b3e027-b74f-403a-a5eb-1f5cecfd665b?;Oesterreich;2020-10-19 18:11:00.154567;Vorführfahrzeug;;09/2023;;;;Ford;Focus;APAT1268149;Blau;Metallic;Chroma-Blau Metallic;Sonstige;Sonstige;5;5;8566/BPV;;Schaltgetriebe;6;1.499 cm³;;1.395 kg;Front;Diesel;;3,5 l/100 km (komb)3,8 l/100 km (innerorts)3,3 l/100 km (außerorts);93 g CO2/km (komb);;;True;False;6134 Vomp;25690;['', 'Alarmanlage', 'Beheizbare Frontscheibe', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lordosenstütze', 'Navigationssystem', 'Nebelscheinwerfer', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Unterhaltung/Media'];;2020;;;;;;;;;;;;;;;
/angebote/volkswagen-t6-transporter-kasten-2-0-tdi-sthz-sh-ahk-acc-kamera-pdc-navi-diesel-weiss-1674c5a5-76b5-4b38-afd3-de48b94bade8?;Oesterreich;2020-10-19 18:11:01.157113;Gebraucht;;;;12 Monate;;Volkswagen;T6 Transporter;;Weiß;;;Stoff, Schwarz;Transporter;4;3;;;Schaltgetriebe;5;1.998 cm³;4;;Front;Diesel;;;;;;True;False;4840 Vöcklabruck;25499;['', 'ABS', 'Abstandstempomat', 'Abstandswarner', 'Alarmanlage', 'Anhängerkupplung', 'Apple CarPlay', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Radio', 'Reserverad', 'Schiebetür rechts', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Stahlfelgen', 'Standheizung', 'Start/Stop-Automatik', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Winterreifen', 'Zentralverriegelung mit Funkfernbedienung'];;2018;;;;;;;;;;;;;;;07/2020
